task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
86	26/b9cc5d	2934141	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (32)	COMPLETED	0	2025-04-11 00:14:23.662	26m	25m 56s	95.2%	27.1 GB	40.9 GB	18 GB	13.8 GB
88	7c/1424d0	2965948	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (33)	COMPLETED	0	2025-04-11 00:18:05.585	24m 26s	24m 23s	101.3%	26 GB	40.3 GB	18 GB	13.8 GB
111	72/731828	3019469	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (31)	COMPLETED	0	2025-04-11 00:39:29.250	6m 3s	6m 1s	149.4%	4.9 GB	14.2 GB	3.4 GB	3.2 GB
112	ed/572e21	3029098	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (32)	COMPLETED	0	2025-04-11 00:40:24.559	6m 42s	6m 39s	154.3%	5 GB	14.3 GB	4.3 GB	4.1 GB
93	6d/fcb811	3028626	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (36)	COMPLETED	0	2025-04-11 00:40:23.551	6m 55s	6m 51s	210.4%	17.9 GB	39.2 GB	9.4 GB	7.2 GB
110	84/57fe16	3015623	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (30)	COMPLETED	0	2025-04-11 00:39:07.687	8m 31s	8m 24s	146.2%	5.5 GB	14.4 GB	4.3 GB	4.1 GB
94	dd/9c22c9	3048316	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (37)	COMPLETED	0	2025-04-11 00:42:31.251	6m 32s	6m 30s	278.5%	20.1 GB	39.9 GB	11.7 GB	9 GB
92	f1/afbae0	3019462	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (35)	COMPLETED	0	2025-04-11 00:39:29.245	9m 50s	9m 36s	279.8%	42.1 GB	50.6 GB	16.1 GB	12.4 GB
113	4f/f78ca5	3048957	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (33)	COMPLETED	0	2025-04-11 00:42:32.258	7m 31s	7m 27s	139.2%	5.4 GB	14.2 GB	3.8 GB	3.6 GB
90	0a/f0edb1	3015127	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (34)	COMPLETED	0	2025-04-11 00:39:06.682	11m 39s	11m 36s	230.6%	26.4 GB	41 GB	18.5 GB	14.2 GB
114	da/406743	3095739	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (34)	COMPLETED	0	2025-04-11 00:47:19.727	4m 3s	3m 55s	132.1%	3.1 GB	14.2 GB	1.9 GB	1.7 GB
115	23/3cc780	3110995	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (35)	COMPLETED	0	2025-04-11 00:49:04.596	2m 33s	2m 31s	149.2%	1.9 GB	14.4 GB	2.7 GB	2.4 GB
95	e3/febd23	3095343	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (38)	COMPLETED	0	2025-04-11 00:47:18.709	5m 58s	5m 54s	280.7%	19.2 GB	38.4 GB	11.1 GB	8.5 GB
118	49/5ddcd1	3150727	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (38)	COMPLETED	0	2025-04-11 00:53:16.893	3m 24s	3m 23s	139.0%	2.9 GB	14.4 GB	2.5 GB	2.2 GB
116	6a/b235e6	3115615	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (36)	COMPLETED	0	2025-04-11 00:49:19.708	7m 25s	7m 23s	121.5%	5.8 GB	14.3 GB	2.3 GB	2.2 GB
97	e9/486558	3115606	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (40)	COMPLETED	0	2025-04-11 00:49:19.703	7m 50s	7m 48s	233.0%	21.1 GB	40 GB	12.3 GB	9.5 GB
96	cf/5ac240	3110425	ALIGNMENT_2P_S3LOCAL:FIXMATES_MARKDUPES_SAMTOOLS_S3LOCAL (39)	COMPLETED	0	2025-04-11 00:49:03.592	8m 30s	8m 28s	239.4%	26.9 GB	42.8 GB	13.9 GB	10.7 GB
117	38/2ad658	3131486	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (37)	COMPLETED	0	2025-04-11 00:50:45.977	7m 47s	7m 44s	143.1%	6 GB	14.2 GB	3.6 GB	3.4 GB
120	95/da0835	3180377	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (40)	COMPLETED	0	2025-04-11 00:57:34.030	6m 2s	6m 1s	129.2%	5.3 GB	14.2 GB	3.1 GB	2.9 GB
119	04/0c0d18	3176452	HLA_TYPING_ARCASHLA_S3LOCAL:TYPE_HLA_ALLELES_ARCASHLA_S3LOCAL (39)	COMPLETED	0	2025-04-11 00:57:10.047	6m 46s	6m 45s	121.8%	6 GB	14.4 GB	2.3 GB	2.2 GB
